sense	pos	Concepticon_ID	Concepticon_Gloss
Herrscher, Obrigkeit	Noun, common, masculine	3377	EMPEROR
zittern	Verb	52	SHIVER
erzittern, erbeben	Verb		
das Zittern	Noun, common, feminine	52	SHIVER
erstehn, sich erheben	Verb	570	STAND UP
Resa	Noun, proper		
Regen	Noun, common, neuter	658	RAIN (PRECIPITATION)
regnen	Verb	1253	RAIN (RAINING)
häufen	Verb		
Ruhe	Noun, common, neuter	3458	SILENCE
rennen, laufen	Verb	1519	RUN
streiten	Verb	3302	QUARREL (VERB)
hinzulaufen	Verb		
hinzulaufen	Verb		
einen umringen	Verb		
hinzulaufen	Verb		
sich erstrecken, reichen zu	Verb		
vorhergehn	Verb		
sich verlaufen zu, geraten unter	Verb		
zusammenlaufen, zusammenkommen	Verb		
zufallen, zuteil werden	Verb		
auslaufen, ausgehn	Verb		
Gießbach	Noun, common, feminine		
Finsternis	Noun, common, neuter		
finster	Adjective		
finster werden	Verb		
Vernichtung, vom ewigen Tod gesagt	Noun, common, feminine		
verderben	Verb	92	SPOIL (SOMEBODY OR SOMETHING)
vergänglich, sterblich	Adjective		
riurs	Adjective		
sprechen, reden	Verb	1623	SPEAK
murrend reden, murren	Verb		
mit einem reden	Verb		
Hof	Noun, common, feminine	4	COURTYARD
Rufus	Noun, proper		
Raum	Noun, common	1450	ROOM
Rūma	Noun, proper		
sich erweitern	Verb		
Rūmoneis	Noun, proper		
geräumig	Adjective		
Geheimnis	Noun, common, feminine		
Lauf	Noun, common, masculine		
der, dieser	Pronoun, demonstrative	1214	THIS
Sabellius	Noun, proper		
feine Leinwand	Noun, common		
Sabaoþ	Noun, proper		
sabbato	Noun, common, masculine		
Saddukaieis	Noun, proper		
satt	<none>	106	SATIATED
der	Pronoun, relative		
senken	Verb		
versenken	Verb		
uf-saggqjan	<none>		
Untergang, Westen	Noun, common	1817	WEST
Vorlesung, Rezitation	Noun, common, masculine		
der u kein andrer, eben der	Pronoun, demonstrative		
was auch immer	Pronoun, indefinite		
ecce, sieh	Adverb		
säen	Verb	748	SOW SEEDS
einsäen	Verb		
sechs	Numeral, cardinal	1703	SIX
der sechste	Numeral, ordinal		
sehn	Verb		
auf etw sehn, es berücksichtigen	Verb		
auf etw sehn, acht geben	Verb		
umsehn	Verb		
erblicken	Verb		
hinsehn; auf etw sehn, nach etw sehn	Verb		
dúrchschauen	Verb		
aufblicken	Verb		
anseilen	Verb		
Sailaum	Noun, proper		
Saimaiein	Noun, proper		
zögern, säumen	Verb	3629	HESITATE
Schmerz	Noun, common, neuter	1783	PAIN
Sairok	Noun, proper		
Seele	Noun, common, feminine	811	SOUL
See	Noun, common, masculine	624	LAKE
Saixaineia	Noun, proper		
streiten	Verb	3302	QUARREL (VERB)
widersprechen, bekämpfen	Verb		
schelten	Verb		
vorstellen, anraten; eintreten für; bezeichnen	Verb	180	CALL BY NAME
ana-insakan	Verb		
erörtern, vorlegen	Verb		
Streit	Noun, common, feminine		
Sack	Noun, common, masculine	2990	SACK
streitsüchtig	Adjective		
Salamis	Noun, proper		
Salaþiel	Noun, proper		
salben	Verb		
salben	Verb		
Salbe	Noun, common, feminine	1926	OINTMENT
leichtfertiges Geschwätz	Noun, common, feminine		
Herberge	Noun, common, feminine		
opfern	Verb		
darbringen	Verb		
zum Opfer bringen	Verb		
herbergen, bleiben	Verb	987	REMAIN
Herberge nehmen	Verb		
Salmon	Noun, proper		
Salome	Noun, proper		
Salz	Noun, common, neuter	1274	SALT
salzen	Verb		
derselbe, der nämliche	Pronoun		
samafraþjis	Adjective		
desselben Geschlechts, verwandt	Adjective		
gleich groß	Adjective		
gleich	Adjective	2276	IDENTICAL
auf gleiche Weise, gleich-, ebenfalls	Adverb	2276	IDENTICAL
zusammen, zugleich	Adverb	2482	TOGETHER
Übereinstimmung	Noun, common, feminine		
Samareites	Noun, proper		
Samaria	Noun, proper		
einmütig	Adjective		
nach einem und demselben Ort hin; zusammen	Adverb	2482	TOGETHER
die den Menschen zu gefallen suchen	Verb		
senden	Verb		
entsenden, geleiten	Verb		
vorausentsenden	Verb		
entsenden	Verb		
mitentsenden	Verb		
mitentsenden	Verb		
aussenden	Verb		
Saraipta	Noun, proper		
Sarra	Noun, proper		
Waffen	Noun, common, neuter		
Satan	Noun, proper		
setzen	Verb	1649	SIT DOWN
absetzen, entlassen	Verb	1095	LET GO OR SET FREE
darstellen	Verb		
umgeben	Verb		
hinsetzen, hinstellen, hinlegen	Verb	998	PUT
vorstellen, darstellen	Verb		
versetzen	Verb		
setzten darauf	Verb		
satt	Adjective	106	SATIATED
Saudauma	Noun, proper		
Krankheit	Noun, common, feminine	1986	DISEASE
Sonne	Noun, common, neuter	1343	SUN
Saulaumon	Noun, proper		
besudeln	Verb		
besudelt werden	Verb		
Säule	Noun, common, feminine		
Syrer	Noun, common, masculine		
Saurais	Noun, proper		
Sorge, Kummer	Noun, common, feminine	1668	GRIEF
sorgen, bekümmert sein	Verb	253	CARE FOR
Syrerin	Noun, common, feminine		
Grund	Noun, common, feminine	2968	REASON
Opfer	Noun, common, masculine	1103	SACRIFICE
sei	<none>		
Seidona	Noun, proper		
Seidoneis	Noun, proper		
Seimon	Noun, proper		
Seina	Noun, proper		
sich	Pronoun, personal, reflexive		
selbstsüchtig	Adjective		
sein, ihr	Pronoun, possesive, reflexive	1213	YOU
täglich	Adjective		
spät	Adjective	477	LATE
Tüchtigkeit, Güte	Noun, common, feminine		
gut, gütig	Adjective	1035	GOOD
Sem	Noun, proper		
Seþ	Noun, proper		
sibakþanei	Foreign word		
Sippenverhältnis, Verwandtschaft	Noun, common, feminine		
sich mit einem  versöhnen	Verb		
sieben	Numeral, cardinal	1704	SEVEN
siebzig	Numeral, cardinal	1721	SEVENTY
üben	Verb		
Sitte, Gewohnheit	Noun, common, masculine	1747	CUSTOM
sich freuen, frohlocken	Verb	1495	HAPPY
singen; vorlesen, rezitieren	Verb	1261	SING
vorlesen, rezitieren	Verb		
Sieg	Noun, common, neuter	783	VICTORY
Siegeslohn	Noun, common, neuter		
einen mit einem Siegel versehn, ihn siegeln	Verb		
versiegeln	Verb		
besiegeln, bestätigen	Verb		
Siegel	Noun, common, neuter		
sinken	Verb	1088	SINK (DESCEND)
untersinken	Verb		
versinken, untergehn	Verb	1088	SINK (DESCEND)
sihw	Unassigned		
Sekel	Noun, common, masculine		
verstummen	Verb		
selbst	Pronoun	1993	SELF
Silvanus	Noun, proper		
Augenzeuge	Noun, common, masculine		
freiwillig	Adjective		
Staunen, Verwunderung	Noun, common, neuter		
anstaunen, bewundern	Verb		
bewundert werden	Verb		
erstaunlich, wunderbar	Adjective		
Siloam	Noun, proper		
Silber	Noun, common, neuter	759	SILVER
silbern	Adjective		
einst, vordem	Adverb, temporal	2914	ONCE (IN THE PAST)
Senf	Noun, common		
sineigs	Adjective		
der Älteste	Adjective, Superlative		
täglich	Adjective		
immer, allezeit	Adverb	1676	ALWAYS
Gang	Noun, common, masculine	2979	WALK (MANNER)
Sion	Noun, proper		
Schüler, Jünger	Noun, common, masculine		
jemandes Schüler sein	Verb		
sitzen	Verb	1416	SIT
scheuen, Rücksicht nehmen	Verb		
herumsitzen, herumwohnen	Verb		
Nachbar	Noun, common, masculine	1332	NEIGHBOUR
ergreifen	Verb	855	SEIZE
sich niedersetzen, Platz nehmen	Verb		
sich aufsetzen, sich aufrichten	Verb		
Sitz	Noun, common, masculine		
nähen	Verb	1457	SEW
siechen, krank sein	Verb	1847	SICK
Krankheit	Noun, common, feminine	1986	DISEASE
krank, schwach	Adjective	1601	WEAK
Gesicht, das Sehen, Sehkraft; Gestalt, sinnfällige Erscheinung; Augenschein; Gesicht, Vision	Noun, common, feminine	1560	FACE
schaben, scheren	Verb	1532	SHEAR
schaben, scheren	Verb	1532	SHEAR
Schatten	Noun, common, masculine	1388	SHADE
überschatten	Verb		
sich bereit machen	Verb		
scheiden, trennen	Verb	1359	SEPARATE
absondern, abtrennen	Verb		
zerteilen	Verb		
sich zurückziehn	Verb		
geschieden werden	Verb		
schuldig sein, sollen	<none>		
Ziegel	Noun, common, feminine		
Knechtschaft, Dienst; Gottesdienst	Noun, common, masculine		
einem dienen	Verb		
Mitknecht sein, mitdienen	Verb		
Knecht, Diener	Noun, common, masculine	812	SLAVE
sich schämen	Verb	1894	ASHAMED
beschämt werden	Verb		
Schande	Noun, common, feminine		
erschaffen	Verb		
Skariotau	<none>		
daß sie nüchtern werden, zur Besinnung kommen aus den Schlingen des Teufels	Verb		
Wechsler	Noun, common, masculine		
Geld, Geldstück; Mine	Noun, common, masculine	1559	MONEY
schädlich	<none>		
Schaden, Unrecht	Noun, common, neuter	2947	DAMAGE (INJURY)
schaden	Verb	2947	DAMAGE (INJURY)
einem Schaden zufügen in	Verb		
schädlich	Adjective		
Riemen	Noun, common	2973	STRAP
anmutig	Adjective		
skauneis	Adjective		
Skorpion	Noun, common, feminine	1538	SCORPION
Zipfel	Noun, common		
daß sie nüchtern werden, zur Besinnung kommen aus den Schlingen des Teufels	<none>		
Leuchte	Noun, common		
scheinen, leuchten; aufblitzen	Verb	1521	SEEM
umleuchten	Verb		
Auslegung, Erklärung	Noun, common, feminine		
erklären	Verb	1626	EXPLAIN
klar, deutlich	Adjective	989	CLEAR
wandern	Verb		
Schild	Noun, common, masculine	1064	SHIELD
Fleischer	Noun, common, masculine	2569	BUTCHER
Schilling	Noun, common, masculine		
Schiff	Noun, common, neuter	740	SHIP
verstoßen, von sich wegstoßen	Verb		
Schuh	Noun, common, masculine	1381	SHOE
böser Geist, Dämon	Noun, common, neuter		
etw zerreißen	Verb		
zerreißen	Verb	1735	TEAR (SHRED)
Haupthaar	Noun, common		
Spiegel	Noun, common, masculine	1171	MIRROR
Schuldner, der Schuldige	Noun, common, masculine		
schuldig sein, sollen	Verb		
Schauer	Noun, common, feminine		
Skwþus	Noun, proper		
Raufbold	Noun, common, masculine		
schlagen	Verb	3308	STRIKE (SOMEONE)
abschlagen	Verb		
Schlag	Noun, common, masculine		
schlicht; glatt, eben	Adjective	1234	SMOOTH
das Schlachten	Noun, common, feminine	1796	SLAUGHTER
abstreifen, ablegen	Verb		
in Angst versetzen	Verb		
erschrecken	Verb	252	FRIGHTEN
schweigen	Verb	48	BE SILENT
verstummen	Verb		
verstummen	Verb		
Schaden	Noun, common, feminine	2947	DAMAGE (INJURY)
Gefahr	Noun, common, feminine	1810	DANGER
beschädigen	Verb	1116	DAMAGE
schlimm, gefährlich	Adjective	419	SEVERE
sleideis	Adjective		
schlafen	Verb	1585	SLEEP
entschlummern, entschlafen	Verb		
entschlummern, entschlafen	Verb		
Schlaf	Noun, common	2972	SLEEP (STATE)
verschlingen, verschlucken	Verb		
schleichen, schlüpfen	Verb	3116	HATCH (OUT)
einschleichen	Verb		
Fett	Noun, common, neuter	323	FAT (ORGANIC SUBSTANCE)
Feige	Noun, common, masculine	322	FIG
Feigenbaum	Noun, common, masculine		
der Kleinste	Adjective, Superlative		
Mist, Kot	Noun, common, feminine	675	FAECES (EXCREMENT)
bestreichen	Verb		
aufstreichen auf	Verb		
 bewirken	Verb		
Myrrhe	Noun, common, neuter		
Gewand, Mantel	Noun, common, masculine	603	COAT
Schnee	Noun, common, masculine	784	SNOW
anfassen, anrühren	Verb		
schneiden; ernten	Verb	1432	CUT
af-sneiþan	Verb		
schlachten	Verb	1796	SLAUGHTER
eilen	Verb	2860	BOLT (MOVE IN HASTE)
hineilen, kommen	Verb	1446	COME
eilends	Adverb		
eiliger	Adverb, Comparative		
eilen	Verb	2860	BOLT (MOVE IN HASTE)
hinzueilen	Verb		
zuvorkommen	Verb		
vorangehn	Verb		
vorwegnehmen	Verb		
ereilen, gelangen zu	Verb		
Korb	Noun, common, feminine	1539	BASKET
Weisheit	Noun, common, feminine		
weise	Adjective	698	WISE
der, dieser	<none>	1214	THIS
Forscher	Noun, common, masculine		
das Suchen	Noun, common, feminine	1468	LOOK FOR
suchen	Verb	1468	LOOK FOR
aufsuchen	Verb		
mitdisputieren	Verb		
erforschen	Verb		
Disputation, Streitfrage, Grübelei	Noun, common, feminine		
Soseipatrus	Noun, proper		
Sättigung	Noun, common		
ersättigen	Verb		
Späher, Ordonnanz	Noun, common		
Speichel	Noun, common	1503	SALIVA
Sperling	Noun, common, masculine	1854	SPARROW
Rennbahn	Noun, common, feminine		
speien	Verb	1278	VOMIT
entgegenspeien	Verb		
bespeien	Verb		
ausspeien	Verb		
spät	Adjective, Comparative	477	LATE
der jüngste Tag	Adjective, Superlative		
spedumists	Adjective, Superlative		
Tafel	Noun, common, feminine	3084	BLACKBOARD
Sage, Fabel	Noun, common, neuter		
Verkündiger	Noun, common, masculine		
künden	Verb		
verkünden	Verb		
Gutes, frohe Botschaft künden	Verb		
verkünden, erzählen	Verb	1711	TELL
verkünden, erzählen	Verb	1711	TELL
spinnen	Verb	121	SPIN
schnell, bald	Adverb	1631	FAST
aus Binsen o Palmblättern geflochtener Korb	Noun, common, masculine		
Grundstoffe, Elemente	Noun, common, masculine		
stich aus	Verb		
etwas anstoßen an	Verb		
Staifanus	Noun, proper		
Steig, Weg	Noun, common, feminine	2252	PATH
steinig	Adjective		
steinern	Adjective		
steinigen	Verb		
Stein	Noun, common, masculine	857	STONE
Stern	Noun, common, feminine	1430	STAR
die Unfruchtbare	Noun, common, feminine		
Mal, Wundmal	Noun, common, masculine		
einen versehn mit	Verb		
erwerben, bekommen	Verb	694	GET
lallend, stammelnd	Adjective		
stehn	Verb		
abstehn, ablassen, abfallen	Verb		
entgegenstehn, widerstehn, widerstreiten	Verb		
dabei stehn	Verb		
herumstehn, umringen	Verb		
Vorsteher	Verb		
stehn bleiben, halt machen	Verb		
daß der Tag bevorsteht	Verb		
zusammenstehn mit	Verb		
sich trennen, Abschied nehmen von	Verb	1359	SEPARATE
sich erheben, aufbrechen, auferstehn	Verb	570	STAND UP
Ufer, Gestade	Noun, common	3464	SHORE OF LAKE
Stätte, Ort ; Raum, Platz	Noun, common, masculine	723	PLACE (POSITION)
Gericht, Urteil, Streitsache	Noun, common, feminine	1068	COURT
Richter	Noun, common, masculine	861	JUDGE
Richterstuhl	Noun, common, masculine		
vertrocknen	Verb		
sie bezeigten ihr Unwillen	Verb		
stoßen an	Verb		
steigen	Verb	705	GO UP (ASCEND)
hinabsteigen	Verb	2014	GO DOWN (DESCEND)
hineinsteigen	Verb		
darüber empor steigen	Verb		
emporsteigen	Verb		
Stimme	Noun, common, feminine	1363	VOICE
stich aus	<none>		
stoßen	Verb	1452	PUSH
anstoßen an	Verb		
anstoßen	Verb		
Becher, Kelch	Noun, common, masculine	476	CUP
Stich, Punkt	Noun, common, masculine		
stehlen	Verb	713	STEAL
Stier, Kalb	Noun, common, masculine	1989	CALF
aufstellen, geltend machen	Verb	3833	PUT (IN A STANDING POSITION)
Geduld, geduldiges Ertragen	Noun, common, neuter		
anfangen, anheben	Verb	1806	BEGIN
anfangen, anheben	Verb	1806	BEGIN
stojan	Verb		
ein Urteil abgeben über urteilen	Verb		
Stuhl, Thron	Noun, common, masculine	1476	CHAIR
Wesen, Gegenstand, Zuversicht, Erwartung	Noun, common	2981	ITEM
aufrecht erhalten	Verb		
streuen	Verb		
bestreuen	Verb		
darunterstreuen, únterbreiten	Verb		
Strich	Noun, common, masculine	2993	STROKE (OF PEN)
Staub	Noun, common, masculine	2	DUST
Sohle	Noun, common, feminine	2666	SOLE (FOOT)
das Fundament legen, begründen	Verb		
teils __ teils __ teils	Adverb		
irgend einer, ein gewisser, jemand, einer	Pronoun, indefinite	2422	SOMEONE
abgesondert, besonders, allein	Adverb	1964	ALONE
Wahrheit	Noun, common, feminine	1638	TRUTH
Sunjaifriþas	Noun, proper		
wahr, wahrhaft	Adjective	1657	TRUE
wahrhaft	Adjective		
entschuldigen	Verb		
rechtfertigen	Verb		
Verteidigung	Noun, common, feminine		
Sonne	Noun, common	1343	SUN
alsbald, plötzlich, auf einmal	Adverb	1963	IMMEDIATELY
sogleich	Adverb	1963	IMMEDIATELY
sobald als	Conjunction		
Sohn	Noun, common, masculine	1620	SON
würzen	Verb		
würzen	Verb		
wegen deines Magens	Noun, common		
Susanna	Noun, proper		
nachgiebig, mild	Adjective		
kitzeln	Verb	3647	TICKLE (SOMEBODY)
suþjon	Verb		
so	Adverb	2336	OF THIS KIND (SUCH)
so daß, daher, also	Conjunction		
schwankend machen	Verb		
so 	Adverb	2336	OF THIS KIND (SUCH)
Schwiegervater	Noun, common, masculine	1055	FATHER-IN-LAW
Schwiegermutter	Noun, common, feminine	1050	MOTHER-IN-LAW
abwischen, auslöschen	Verb	1454	WIPE
abwischen, abtrocknen mit	Verb	1454	WIPE
so groß	Adjective		
so beschaffen, ein solcher	Adjective		
Schwamm	Noun, common		
schwören	Verb	1939	SWEAR
beschwören	Verb		
falsch schwören	Verb		
ohne Grund, vergebens, umsonst	Adverb	1765	IN VAIN
Tinte	Noun, common		
swartizla	<none>		
schwarz	Adjective	163	BLACK
sowie, gleichwie, wie	Adverb	1239	HOW
so nun	Unassigned		
so	Unassigned	2336	OF THIS KIND (SUCH)
wie	Adverb	1239	HOW
Jubel, Frohlocken	Noun, common, feminine		
jubeln, triumphieren	Verb		
ablassen	Verb		
Schwein	Noun, common, neuter	1337	PIG
ehren	Verb	3628	HONOR (SOMEBODY)
verherrlichen	Verb		
verunehren, beschimpfen	Verb		
Ehre	Noun, common, feminine		
geehrt, geachtet	Adjective		
eigen, angehörig	Adjective		
Eigentum, Vermögen	Noun, common, neuter		
doch zwar, wenigstens	Particle		
Schwefel	Noun, common	3386	SULPHUR
Flötenspieler	Noun, common, masculine		
Flöte blasen, aufspielen	Verb		
Jubel, Frohlocken	<none>		
Reinheit, Keuschheit	Noun, common, feminine		
Reinigung	Noun, common, feminine		
Reinheit, Keuschheit	Noun, common, feminine		
rein, unschuldig; unsträflich	Adjective	704	CLEAN
etw bekannt geben	Verb		
offenkundig, offenbar, bekannt	Adjective	3005	FAMILIAR
im Sterben liegen	Verb		
sterben	Verb	1494	DIE
miþ-gaswiltan	Verb		
Stärke, Kraft	Noun, common, feminine	202	STRENGTH
stärken	Verb		
stärken	Verb		
stark werden	Verb		
erstarken	Verb		
stark, kräftig, gesund	Adjective	785	STRONG
Schwester	Noun, common, feminine	1263	SISTER
Swmaion	Noun, proper		
Synagogenvorsteher	Noun, common, masculine		
swnagoge	Noun, common, feminine		
Swntwke	Noun, proper		
seufzen	Verb		
erseufzen	Verb		
aufseufzen	Verb		
Swria	Noun, proper		
dem Tode nahe	Noun, common, masculine		
Teich	Noun, common, neuter		
Haar	Noun, common, neuter	1040	HAIR
Zähre, Träne	Noun, common, neuter	1651	TEAR (OF EYE)
weinen	Verb	1839	CRY
reißen, zerren	Verb	460	BREAK (OF ROPE)
zerstreuen	Verb	3705	SCATTER
rechts	Adjective	1019	RIGHT
die Rechte	Noun, common, feminine		
zehn	Numeral, cardinal	1515	TEN
der zehnte	Numeral, ordinal		
hundertfältig	Adjective		
 Hundert	Numeral, cardinal	1634	HUNDRED
mit fünf zehnreihigen  Hundert	Adjective		
Anzeichnen	Noun, common, neuter		
einem etwas Zeigen	Verb		
ein Zeichen geben, belehren	Verb		
bezeichnen; auszeichnen; erweisen	Verb	180	CALL BY NAME
Zeichen, Wunder	Noun, common, feminine	1720	SIGN
korb	Noun, common, feminine	1539	BASKET
Zweig	Noun, common, masculine	3222	TWIG
zerreißen	Verb	1735	TEAR (SHRED)
zerreißen, zerstören, aufheben	Verb	681	DESTROY
Tairtius	Noun, proper		
taitrarkes	Noun, common		
Mägdlein	Foreign word		
Lehre, Unterweisung	Noun, common, feminine		
lehren, ziehen, unterrichten	Verb	1455	PULL
Lehrer	Noun, common	1038	TEACHER
belehren, erziehen	Verb		
bezähmen, bezwingen	Verb		
brennen machen, zünden	Verb		
mit einem Brandmal versehn	Verb		
in Brand setzen, verbrennen	Verb	141	BURN (SOMETHING)
kennzeichnen	Verb		
brich los, brich in Jubel aus	Verb		
berauben	Verb		
Werk, Tat	Noun, common, neuter		
tun, machen	Verb	734	MAKE
, vollbringen, bewirken	Verb		
Übeltäter	Verb		
abreißen	Verb	1735	TEAR (SHRED)
zerreißen	Verb	1735	TEAR (SHRED)
was zu nichte wird, das Vergängliche	Verb		
Teibairius	Noun, proper		
anzeigen, verkündigen	Verb		
vorherverkündigen, vorhersagen	Verb		
anrühren	<none>		
Teimaius	Noun, proper		
Teimauþaius	Noun, proper		
Teitus	Noun, proper		
anrühren	Verb		
berühren	Verb	1892	TOUCH
Ordnung	Noun, common, feminine		
durch Wahl bestimmt, verordnet	Verb		
Tibairiadau	Noun, proper		
Bewohner von Tiberias	Noun, proper		
Dekaden; bildet die Zehner von	Unassigned		
einem anhangen	Verb		
erlangen	Verb		
zusammenfügen	Verb		
damit sie Gelegenheit fänden ihn anzuklagen	Unassigned		
geziemen für 	Verb		
bauen	<none>	1840	BUILD
Erbauung	Noun, common, feminine		
Zimmermann	Noun, common, masculine	1042	CARPENTER
bauen	Verb	1840	BUILD
daraufbauen	Verb		
erbauen	Verb		
mit	Verb	1340	WITH
ziehn, führen	Verb	43	LEAD (GUIDE)
wegziehn	Verb		
herbeiziehn, herbeiführen, herbeibringen	Verb		
hineinziehn, hineinführen	Verb		
 umherführen	Verb		
wegziehn, wegführen	Verb		
mit	Verb	1340	WITH
hinausführen, wegführen	Verb		
Tobeias	Noun, proper		
Trakauneitidaus	Noun, proper		
Vertrauen, Zuversicht	Noun, common, feminine		
trauen, Zutrauen haben	Verb		
vertrauen	Verb		
Trauadai	Noun, proper		
Bündnis, Bund	Noun, common, neuter		
Bündnis, Bund	Noun, common, feminine		
treu, zuverlässig	Adjective	100	FAITHFUL
treulich, zuverlässig	Adverb, Comparative		
Trauer	Noun, common, feminine		
einen bedrängen	Verb		
Holz, Prügel	Noun, common, neuter	1803	WOOD
hölzern	Adjective		
treten	Verb	1135	KICK
zertreten	Verb		
einpfropfen	Verb		
überstreuen	Verb		
Gestirn	Noun, common, neuter		
Zunge	Noun, common, feminine	1205	TONGUE
Festigkeit, Sicherheit; Fundament ; Feste, Bollwerk	Noun, common, feminine		
festigen, stärken	Verb	1094	FASTEN
befestigen, bestärken	Verb		
fest, beständig	Adjective	3003	SOLID
brennen	Verb	1428	BURNING
verbrennen	Verb	141	BURN (SOMETHING)
Zahn	Noun, common, masculine	1380	TOOTH
twai	Numeral, cardinal		
zwölfjährig	Adjective		
zwölf	Numeral, cardinal	1707	TWELVE
das Zweifeln	Noun, common, feminine	3536	DOUBT (SOMETHING)
zweifeln o Zweifel erregen	Verb		
Zweifel	Noun, common		
zwischen beiden Grenzen	Numeral, other		
Zwistigkeit	Noun, common, feminine		
Twkeikus	Noun, proper		
Twra	Noun, proper		
Þaddaius	Noun, proper		
wohin	Adverb	2928	WHITHER (WHERE TO)
Dank	<none>		
denken, überlegen	Verb	1415	THINK (REFLECT)
mir fällt ein, was ich tun soll	Verb		
etw bedenken	Verb		
das Schweigen	Noun, common, feminine	48	BE SILENT
schweigen	Verb	48	BE SILENT
verstummen	Verb		
Lehm	Noun, common, feminine	1399	CLAY
Þaiaufeilus	Noun, proper		
durch	Preposition, +A	97	THROUGH
Loch, Nadelöhr	Noun, common, neuter	1667	HOLE
verdorren	Verb		
Þaissaloneikai	Noun, proper		
Þaissalauneikaie	Noun, proper		
dann, darauf	Adverb, temporal	2921	THEN
weiter, noch mehr	Adverb		
weiter, noch	Adverb	2919	STILL (CONTINUING)
so lange als	Conjunction		
wann	Conjunction	1238	WHEN
ausdehnen, sich ausstrecken	Verb		
Dank	Noun, common		
ja, wohl, also darum	Adverb	1268	YES
þanuh	Adverb		
dort	Adverb, locative	1937	THERE
Þara	Noun, proper		
Mangel, Armut	Noun, common, feminine		
sich enthalten	Verb		
nötig	Adjective		
wo	Adverb	1237	WHERE
nötig haben, bedürfen, Mangel leiden	<none>	2339	NEED (SOMETHING)
ungewalkt	Adjective		
da	Adverb	1937	THERE
der, dieser	<none>	1214	THIS
das eine	Unassigned		
nur	Adverb	1580	ONLY
daß	Conjunction		
das ist, nämlich	Unassigned		
der u kein andrer, eben der	<none>		
daher, von da	Adverb		
von wannen	Adverb		
von da, daher	Adverb		
als	Unassigned		
wenn auch	Conjunction		
nötig haben, bedürfen, Mangel leiden	Verb	2339	NEED (SOMETHING)
nötig	Adjective		
Bedürfnis, Not	Noun, common, feminine		
von Dornen	Adjective		
Dorn	Noun, common, masculine	124	THORN
bebautes Land, Acker	Noun, common, neuter	212	FIELD
mich dürstet	Verb		
dursten	Verb	3474	BE THIRSTY
verdorren, vertrocknen	Verb		
Durst	Noun, common, feminine		
dürr	Adjective		
um so	Unassigned		
darum, daß	Unassigned		
so lange als	Particle		
gedeihn, Fortschritte machen	Verb		
vorwärtskommen	Verb		
übertreffen	Verb		
Zeit	Noun, common, neuter	892	TIME
Donner	Noun, common, feminine	1150	THUNDER
dein	Pronoun, possesive	732	YOUR (SINGULAR)
Knechte	Noun, common, neuter		
heranziehn	Verb		
meist, vorzüglich	Adverb		
wohin auch immer	Adverb		
wer auch immer	<none>		
wo auch immer	Adverb		
wer auch immer	Pronoun, indefinite		
Diebstahl	Noun, common, neuter		
verstohlen, heimlich	Adverb		
Heiden	Noun, common, feminine		
Königsschloss	Noun, common, feminine		
herrschen	Verb		
mitherrschen mit	Verb		
König	Noun, common, masculine	1508	KING
Regierung	Noun, common, masculine		
heidnisch	Adverb		
Dieb	Noun, common, masculine	1160	THIEF
Knecht	Noun, common, masculine	812	SLAVE
Haussklave, Diener	Noun, common, masculine		
das Gute, die gute Sache	Noun, common, neuter		
gut, gepriesen	Adjective	1035	GOOD
Güte	Noun, common, feminine		
Segen	Noun, common, feminine		
segnen	Verb	391	BLESS
einem  den Segen geben	Verb		
fluchen	Verb		
Knechtschaft	Noun, common		
unterjochen, in Dienstbarkeit bringen	Verb		
unterjochen, in Dienstbarkeit bringen	Verb		
Magd	Noun, common, feminine		
schrecken	Verb		
erschrecken	Verb	252	FRIGHTEN
ermahnen	Verb		
zart	Adjective		
Flucht	Noun, common, masculine		
þliuhan	Verb		
wegfliehn	Verb		
die Flucht ergreifen, entfliehn	Verb		
entfliehn, einem entrinnen	Verb		
Þomas	Noun, proper		
Tröstung	Noun, common, feminine		
trösten, mahnen	Verb		
erquicken	Verb		
ga-þrafstjan	Verb		
laufen	Verb	1443	WALK
herbeilaufen	Verb		
Heuschrecke	Noun, common, feminine	810	LOCUST
Streitsucht	Noun, common, feminine		
drängen	Verb		
bedrängen	Verb		
Teich	Noun, common, neuter		
drei	Numeral, cardinal	492	THREE
der dritte	Numeral, ordinal	1859	THIRD
dreschen	Verb	285	THRESH
einem Beschwerde bringen	Verb		
üben	Verb		
Übung, Stählung	Verb		
Aussatz	Noun, common, neuter	3624	LEPROSY
aussätzig	Adjective		
du	Pronoun, personal	1215	THOU
der du	Pronoun, personal, relative	1215	THOU
glauben, meinen; gelten	Verb	1890	BELIEVE
Gewissen	Noun, common, masculine		
das Dulden, Leiden, die Geduld	Noun, common, feminine		
dulden	Verb		
erdulden	Verb		
erdulden, ertragen	Verb	833	ENDURE
tausend	Noun, common, feminine	1843	THOUSAND
Anführer von Tausend	Noun, common, masculine		
Trompete	Noun, common, neuter	775	TRUMPET
trompeten	Verb		
etw waschen	Verb		
sich abwaschen	Verb		
sich abwaschen	Verb		
etwas auswaschen, abwaschen	Verb		
Bad, Taufe	Noun, common, neuter		
Zorn, Streit, Streitigkeit	Noun, common, feminine		
zornig	Adjective		
Sicherheit	Noun, common, feminine		
befestigen	Verb		
Rauchopfer	Noun, common, masculine		
-u	Particle, enclitic		
übel, böse	Adjective	45	EVIL
übeltäterisch	Adjective		
schmähn	<none>		
schmähsüchtig	Adjective		
